DateTime,Parameter A,Parameter B,Parameter C,Parameter D,Parameter E,Parameter F,Parameter G
1625830860,-2.27,-4.74,-3.59,6.37,-1.78,-3.06,-0.71
1625830861,-3.22,-4.41,-4.87,6.42,-1.93,0.01,-0.54
1625830862,-4.48,-3.87,-4.81,6.39,-1.61,0.99,-0.65
1625830863,-4.95,-3.21,-3.52,6.41,-1.53,0.79,0.08
1625830864,-4.77,-2.19,-1.98,5.55,-1.1,-0.07,0.83
1625830865,-4.41,-1.23,-0.43,2.26,-0.84,-2.89,1.47
1625830866,-3.8,-0.21,1.19,-0.7,-0.43,-0.99,1.62
1625830867,-2.95,0.5,1.51,-2.73,0.29,-1.58,2.02
1625830868,-1.71,0.95,1.82,-4.33,1.17,-0.85,3.47
1625830869,-0.54,1,2.01,-4.59,1.19,-0.15,3.99
1625830870,0.14,0.78,2.43,-4.8,1.26,-1.64,3.51
1625830871,0.28,0.28,1.92,-5.05,0.43,-1.26,0.99
1625830872,0.31,-0.52,1.29,-5.69,0.09,-1.92,0.05
1625830873,0.7,-1.35,1,-5.84,0.16,0.35,-0.19
1625830874,0.97,-2.34,1.87,-5.98,-0.18,1.28,-0.39
1625830875,1.14,-3.07,3.31,-6,0.63,-1.2,0.54
1625830876,1.2,-3.58,4.53,-6.16,0.67,-3.79,1.11
1625830877,0.87,-3.72,4.78,-6.15,0.69,-5.86,1.07
1625830878,0.09,-3.82,4.32,-6.21,0.13,-3.51,0.32
1625830879,-0.06,-3.46,1.64,-6.17,-0.99,-1.04,-1.86
1625830880,0.08,-2.81,-0.37,-3.75,-3.11,0.54,-3.36
1625830881,-0.39,-2.32,-1.29,0.14,-2.77,-0.4,-3.79
1625830882,-2,-1.95,-1.34,2.35,-4.86,-1.7,-3.86
1625830883,-3.49,-1.49,-1.98,3.13,-5.07,-4.66,-3.61
1625830884,-4.34,-1.14,-3.41,4.29,-5.8,-4.73,-2.06
1625830885,-4.29,-0.9,-4.43,4.51,-6.9,-1.76,-2.66
1625830886,-3.39,-0.67,-5.53,4.66,-7.85,-1.02,-4.14
1625830887,-1.71,-0.79,-6.22,4.69,-6.52,-0.62,-3.25
1625830888,0.5,-0.93,-5.81,4.74,-4.96,0.65,0.72
1625830889,2.16,-1.27,-4.45,4.72,-2.71,0.23,1.8
1625830890,2.76,-1.85,-2.75,4.76,-2.16,-1.78,2.57
1625830891,3.04,-2.43,-1.96,4.83,-1.28,-3.3,3
1625830892,2.44,-3.15,-1.08,4.91,0.59,-2.25,4.49
1625830893,1.12,-3.76,-1.12,4.94,-0.37,-2.6,4.3
1625830894,-0.09,-3.89,-0.92,4.93,1.51,-0.75,4.72
1625830895,-0.39,-3.94,-0.1,4.92,1.74,-0.63,5.28
1625830896,-1.08,-3.76,1.4,4.97,3.01,-0.98,5.12
1625830897,-2.21,-3.45,3.5,4.88,2.75,-2.31,5.01
1625830898,-2.83,-2.79,4.41,2.66,3.38,-2.36,4.34
1625830899,-3.28,-1.98,4.33,-0.39,3.16,-1.79,4.26
1625830900,-3.11,-0.96,4.22,-2.94,3.66,-1.25,3.38
1625830901,-3.17,-0.24,3.92,-4.81,3.64,-1.56,3.64
1625830902,-2.87,0.43,3.79,-6.2,3.93,-1.21,3.23
1625830903,-1.92,0.99,3.25,-6.55,3.7,-1.44,2.97
1625830904,-0.13,1.48,2.88,-6.94,3.42,-1.71,2.54
1625830905,1.76,1.41,1.75,-7.01,2.58,-2.48,0.08
1625830906,3.44,0.9,0.46,-7.16,1.6,-2.86,-1.76
1625830907,4.25,0.23,-1.2,-7.46,0.52,-2.61,-4.04
1625830908,4.72,-0.95,-2.84,-7.48,-0.83,-0.98,-4.55
1625830909,4.72,-2.2,-3.63,-7.47,-3.68,-1.68,-5.78
1625830910,3.85,-3.4,-3.93,-7.23,-7.01,-4.31,-7.03
1625830911,2.89,-4.19,-4.01,-4.44,-9.1,-2.87,-6.63
1625830912,1.12,-4.5,-4.63,-0.02,-12.2,-2.05,-7.04
1625830913,-0.29,-4.58,-6.61,2.74,-11.97,-2.24,-6.95
1625830914,-0.88,-4.09,-8.2,4.58,-12.94,-1.79,-4.68
1625830915,-1.18,-3.44,-8.54,5.15,-12.07,-0.82,-4.66
1625830916,-1.09,-2.61,-7.83,5.55,-8.94,0.39,-0.71
1625830917,-0.5,-1.65,-4.67,6.27,-4.57,0.32,2.32
1625830918,0.11,-1.02,-1.07,6.31,1.04,0.76,6.88
1625830919,0.79,-0.64,1.5,6.32,2.74,1.56,9.26
1625830920,2.02,-0.32,3.37,6.33,3.89,-0.51,9.15
1625830921,2.91,-0.84,4.56,6.34,3.53,-3.18,9.09
1625830922,2.07,-1.4,4.72,6.52,3.93,-4.7,7.28
1625830923,0.65,-2.19,4.84,6.54,3.23,-3.62,5.96
1625830924,-1.07,-2.92,4.36,6.45,3.1,0.66,3.02
1625830925,-2.85,-3.24,3.79,6.43,2.3,0.25,1.27
1625830926,-3.94,-3.42,2.98,6.43,2.57,-1.86,-0.06
1625830927,-3.91,-3.27,1.4,6.35,2.2,-2.4,0.01
1625830928,-3.7,-2.82,-0.35,6.24,1.97,-2.54,-0.77
1625830929,-3.11,-2.27,-2.09,3.68,1.52,-2.57,-0.39
1625830930,-1.93,-1.46,-2.96,0,1.16,-1.7,-1.96
1625830931,-0.72,-0.79,-3.12,-2.33,0.13,-1.07,-2.09
1625830932,0.33,-0.25,-2.65,-3.5,0,-1.44,-2.02
1625830933,1.77,0.04,-1.61,-4.4,-1.05,-0.62,-2.61
1625830934,3.49,0.22,-0.33,-4.56,-0.81,0.26,-1.87
1625830935,5.62,-0.09,0.52,-4.83,-1.11,1.24,-2.02
1625830936,7.55,-0.55,0.65,-4.97,-1.96,-0.1,-1.12
1625830937,8.91,-1.16,0.48,-5.05,-3.01,-2.03,-2.09
1625830938,8.91,-2.4,0.63,-4.49,-4.73,-3.43,-3.51
1625830939,7.01,-3.62,-0.18,-1.67,-5.26,-1.6,-3.85
1625830940,4.42,-4.4,-1.03,3.08,-7.83,-3.18,-4.83
1625830941,1.93,-4.84,-2.67,6.99,-7.44,-2.56,-4.44
1625830942,-0.77,-4.9,-4.48,8.66,-8.13,-1.16,-3.24
1625830943,-3.64,-4.38,-5,9.92,-7.23,-1.64,-2.29
1625830944,-5.24,-3.24,-5.17,10.42,-6.5,-3.31,-0.1
1625830945,-6.53,-1.92,-5.03,11.36,-4.77,-3.28,0.71
1625830946,-8.23,-0.48,-4.33,11.51,-1.18,-0.9,4.15
1625830947,-8.64,0.89,-3,11.47,1.21,-0.59,5.52
1625830948,-7.47,2.13,-1.87,9.87,3.49,0.83,8.19
1625830949,-4.96,3.2,0.03,6.61,3.75,2.72,8.73
1625830950,-1.23,3.9,2.47,2.22,4.27,0.39,7.23
1625830951,2.73,3.93,4.4,-0.37,4.6,-0.31,6.9
1625830952,6.02,3.28,4.78,-2.01,4.77,-2.4,6.77
1625830953,7.55,2.19,4.95,-2.53,4.28,-3.97,5.55
1625830954,6.81,0.33,4.38,-2.81,3.42,-3.11,1.39
1625830955,6,-1.33,2.01,-2.95,2.34,-1.15,-0.84
1625830956,5.78,-3.54,-0.41,-3.75,1.5,-1.9,-3.84
1625830957,4.79,-5.36,-2.09,-1.36,-0.42,-2.56,-4.61
1625830958,2.71,-6.52,-2.52,3.04,-0.7,-1.99,-4.68
1625830959,-0.21,-6.89,-3.3,5.77,-3.09,-3.18,-5.48
1625830960,-3.32,-6.29,-3.6,7.35,-2.31,-4.63,-4.85
1625830961,-5.64,-5.12,-4.17,8.16,-2.56,-3.09,-3.31
1625830962,-6.18,-3.42,-3.24,9.07,-1.87,-0.79,-1.38
1625830963,-5.37,-1.57,-1.84,9.26,-1.29,1.23,0.61
1625830964,-3.87,0.17,-0.15,9.35,0.04,2.74,1.71
1625830965,-1.73,1.61,1.8,9.44,2.13,1.58,3.97
1625830966,0.13,2.54,2.97,9.44,2.46,-0.68,5.56
1625830967,1.56,2.51,3,9.44,2.76,-3.47,5.16
1625830968,2.99,1.84,2.29,9.44,2.42,-3.55,3.94
1625830969,3.11,0.45,0.62,9.45,1.77,-2.63,1.78
1625830970,1.73,-1.12,-1.29,9.27,-0.26,-1.3,-0.07
1625830971,-0.73,-3,-3.55,8.81,-0.87,-0.8,-3.48
1625830972,-2.94,-4.47,-4.84,6.01,-1.86,0.15,-4.2
1625830973,-4.62,-5.62,-4.49,2.01,-2.39,-2.01,-3.57
1625830974,-5.57,-5.94,-2.82,-2.65,-5.56,-3.17,-4.39
1625830975,-5.7,-5.49,-0.98,-5.88,-2.97,-3.89,-4.16
1625830976,-5.49,-4.39,0.36,-8.15,-2.09,-3.69,0.13
1625830977,-4.32,-2.6,0.41,-8.81,-1.7,-1.03,1.75
1625830978,-1.74,-0.48,-0.35,-9.55,-1.12,0.15,1.57
1625830979,0.76,1.31,-1.08,-9.92,-0.29,0.74,2.27
1625830980,2.2,2.61,-1.28,-10.43,1.04,0.69,4.03
1625830981,3.24,3.27,-1.09,-10.6,1.41,-0.36,4.32
1625830982,4.33,3.01,0.64,-10.58,1.28,-0.33,3.58
1625830983,5.31,2.07,1.4,-8.8,1.15,-0.47,1.83
1625830984,6.07,0.56,2.39,-4.88,1.6,-1.84,2.28
1625830985,6.07,-1.27,2.54,-0.43,0.79,-1.27,1.54
1625830986,5.28,-3.07,2.99,4.35,0.44,-0.65,-0.48
1625830987,4.37,-4.9,2.78,7.6,-0.17,-2.17,-1.32
1625830988,2.55,-6.29,2.71,9.74,-0.88,-3.59,-1.98
1625830989,-0.32,-6.98,2.53,11.36,-2.69,-5.83,-2.17
1625830990,-2.83,-6.85,1.95,11.66,-4.91,-4.77,-3.19
1625830991,-4.65,-6.05,0.62,11.84,-6.96,-2.57,-4.78
1625830992,-5.17,-4.6,-0.65,12.01,-6.45,-1.7,-4.4
1625830993,-5,-2.83,-0.98,12.15,-6.24,0.18,-3.84
1625830994,-4.73,-0.95,-1.94,12.11,-4.95,-0.39,-1.29
1625830995,-4.02,0.6,-1.78,10.97,-4.87,-1.68,0.98
1625830996,-2.73,1.76,-2.32,6.89,-4.11,-2.55,0.87
1625830997,-1.06,2.38,-3.24,3.3,-2.35,-0.59,1.93
1625830998,0.78,2.48,-3.93,0.89,-1.45,-0.71,3.37
1625830999,2.31,1.72,-4.66,-0.18,-0.88,-0.51,2.77
1625831000,3.17,0.73,-4.8,-0.9,-1,-1.64,2.71
1625831001,3.02,-0.4,-4.52,-1.55,-0.98,-1.71,1.72
1625831002,2.91,-1.62,-3.23,-1.91,-0.79,-0.36,2.55
1625831003,2.46,-2.93,-2,-2.31,-1.55,-0.85,0.7
1625831004,2.12,-3.93,-0.17,-2.33,-2.55,0.38,-0.99
1625831005,2.68,-4.5,1.95,-2.39,-1.94,0.86,-1.33
1625831006,3.26,-4.92,3.65,-2.51,-2.2,-0.88,-0.41
1625831007,3.02,-4.87,4.71,-2.39,-1.91,-3.94,0.55
1625831008,2.01,-4.71,4.71,0.24,-1.33,-4.45,1.99
1625831009,0.63,-4.27,4.16,3.35,-1.2,-5.55,1.52
1625831010,-1.01,-3.74,2.52,5.78,-0.88,-3.97,1.06
1625831011,-3.28,-2.85,0.1,7.29,-2.09,-1.39,1.06
1625831012,-4.49,-1.83,-1.94,8.05,-1.27,-0.6,0.17
1625831013,-4.62,-0.8,-2.4,8.33,-1.24,0.16,0.73
1625831014,-4.05,-0.14,-1.79,9.12,-0.33,-1.06,1.61
1625831015,-2.7,0.54,-1.05,9.15,0.28,-1.1,2.48
1625831016,-0.24,0.77,-0.09,9.14,1.23,0.6,3.99
1625831017,2.37,0.83,0.86,9.16,1.89,-0.84,3.8
1625831018,3.35,0.24,1.43,9.15,2.2,-0.72,4.15
1625831019,3.64,-0.77,1.16,9.13,2.15,-0.67,3.35
1625831020,4.31,-2.16,0.93,9.13,1.26,-2.66,1.07
1625831021,4.64,-3.54,0.47,9.11,0.73,-3.3,0.39
1625831022,3.1,-4.94,-0.92,9.1,0.33,-4.49,-1.36
1625831023,0.72,-5.98,-1.93,9.1,-1.77,-5.26,-2.09
1625831024,-1.44,-6.24,-3.8,9.04,-3.84,-4.04,-4.3
1625831025,-3.5,-5.96,-4.86,9.05,-4.26,-1.97,-4.77
1625831026,-4.36,-4.94,-5.65,9.03,-4.28,-0.39,-3.43
1625831027,-5.13,-3.41,-4.88,7.13,-5.58,-0.23,-3.58
1625831028,-6.07,-1.71,-2.88,4.01,-5.24,-1.32,-3.82
1625831029,-6.09,-0.33,-1.22,-0.28,-4.23,-1.08,-1.77
1625831030,-4.52,1.45,0.1,-3.12,-1.2,-0.99,0.83
1625831031,-1.64,2.72,0.21,-4.98,0.61,0.72,4.73
1625831032,1.27,3.03,0.04,-6.41,1.39,0.9,5.25
1625831033,3.38,3.12,0.57,-6.68,2.29,0.31,5.26
1625831034,5.21,2.52,1.11,-6.95,3.05,0.53,5.58
1625831035,6.85,1.13,1.99,-7.11,2.83,-1.53,4.05
1625831036,7.23,-0.9,2.12,-6.9,2.55,-1.8,3.9
1625831037,6.76,-3.03,2.36,-3.69,1.93,-1.99,1.41
1625831038,5.39,-4.99,2.22,0.71,-0.16,-1.87,-0.8
1625831039,3.68,-6.93,1.58,5.35,0.13,-3.35,-2.2
1625831040,1.97,-8.31,1.62,8.33,-1.16,-3.01,-2.14
1625831041,0.12,-8.79,1.7,10.26,-2.33,-2.89,-3.16
1625831042,-2.12,-8.62,1.66,11.54,-3.24,-1.82,-3.57
1625831043,-4.68,-7.69,1.53,11.81,-2.31,-1.94,-3.67
1625831044,-7.16,-6.01,1.76,11.97,-1.26,-1.42,0
1625831045,-7.82,-3.87,2.03,12.12,-1.58,-3.19,0.15
1625831046,-6.12,-1.4,2.01,12.05,0.3,-3.34,1.32
1625831047,-3.81,0.88,1.28,11.26,0.77,-3.19,2.87
1625831048,-1.81,2.29,-0.72,7.36,0.2,-0.68,2.19
1625831049,0.12,3.42,-2.97,4.73,0.11,0.66,1.47
1625831050,1.55,3.29,-5.03,3.39,-0.35,0.47,0.14
1625831051,2.03,2.07,-6.23,2.32,-1.41,-0.87,-0.67
1625831052,2.11,0.6,-6.46,1.97,-1.1,-0.49,-1.12
1625831053,1.72,-0.98,-6.22,1.55,-1.06,-1.74,-0.48
1625831054,1.47,-2.77,-4.92,1.21,-0.87,-2.51,0.12
1625831055,1.85,-4.09,-3.68,1.08,-1.03,-2.73,0.17
1625831056,3.05,-4.83,-2.42,0.46,-2.04,-2.06,0.31
1625831057,4.25,-5.44,-1.2,0.45,-2.66,-2.12,-1.23
1625831058,5.13,-5.29,-0.77,0.5,-2.47,-1.43,-1.31
1625831059,5.55,-5,0.55,0.46,-2.61,-1.53,-0.67
1625831060,4.79,-4.51,2.44,0.49,-2.93,-1.05,-0.61
1625831061,3.14,-3.91,4.11,1.08,-2.07,-1.8,-0.29
1625831062,0.48,-3.48,4.52,4.76,-1.23,-1.93,0.99
1625831063,-1.91,-2.92,3.92,7.38,-1.41,-3.02,1.65
1625831064,-3.18,-2.24,2.12,9.38,-1.62,-2.33,0.62
1625831065,-4.29,-1.83,-0.32,10.14,-0.8,-1.69,0.94
1625831066,-5.31,-1.39,-1.86,11.1,-0.42,-0.34,2.05
1625831067,-5.38,-1.19,-1.81,11.27,0.9,0.31,2.82
1625831068,-5.21,-0.86,-0.32,11.46,1.33,-2.26,3.51
1625831069,-5.18,-0.74,1.62,11.48,2.59,-3.13,4.6
1625831070,-5.78,-0.55,1.62,11.3,2.52,-4.9,4.82
1625831071,-5.88,-0.36,-0.05,8.48,2.18,-2.5,2.6
1625831072,-4.55,-0.03,-1.92,4.2,2.01,-2.59,2.52
1625831073,-1.76,-0.29,-3.46,0.2,1.47,-0.01,1.59
1625831074,0.7,-0.07,-3.65,-2.37,1.1,0.32,-0.25
1625831075,2.74,-0.27,-2.37,-3.01,1.21,-0.62,-0.63
1625831076,4.38,-0.81,-1.85,-4.22,1.22,-1.71,-0.13
1625831077,4.67,-1.51,-1.92,-4.36,0.5,-3.77,0.08
1625831078,4.08,-2.26,-3.21,-4.54,-0.7,-4.95,-2.58
1625831079,2.46,-2.87,-4.44,-4.74,-2.44,-4.93,-3.36
1625831080,0.76,-3.27,-5.61,-4.08,-2.83,-2.96,-4
1625831081,-0.03,-3.54,-5.98,-0.73,-3.47,-1.49,-3.84
1625831082,-0.36,-3.48,-5.94,2.9,-3.39,0.18,-2.39
1625831083,-0.66,-3.45,-5.16,4.82,-3.27,1.9,-1.45
1625831084,-0.29,-3.31,-2.77,5.51,-2.81,-0.13,-0.51
1625831085,-0.2,-3.17,0.13,6.62,-1.66,-2.13,0.59
1625831086,-1.07,-2.96,3.05,6.75,0.2,-1.48,2.08
1625831087,-2.68,-2.68,4.31,6.91,1.98,-0.77,4.94
1625831088,-4.04,-2.57,4.63,6.97,2.43,-0.19,5.87
1625831089,-4.83,-2,4.87,6.97,2.49,-1.15,5.63
1625831090,-4.87,-1.52,5.44,6.98,2.56,-2.55,3.88
1625831091,-3.96,-1.34,5.72,6.96,2.5,-4.32,2.83
1625831092,-3.63,-0.94,5.32,6.95,2.93,-2.18,2.4
1625831093,-3.69,-0.62,4.4,6.97,2.87,-2.41,3.28
1625831094,-3.71,-0.62,2.55,6.08,2.51,-2.33,2.46
1625831095,-2.96,-0.75,0.48,2.39,2.27,-1.92,0.23
1625831096,-1.67,-0.96,-1.46,-0.68,1.58,-3.23,-0.49
1625831097,-1.39,-1.24,-3.32,-2.75,0.99,-2.33,-2.09
1625831098,-1.66,-1.36,-4.86,-4.2,0.27,-2.67,-2.54
1625831099,-1.52,-1.36,-5.98,-4.72,-0.37,-1.27,-3.3
1625831100,-1.28,-1.37,-6.56,-4.9,-1.46,-0.91,-3.4
1625831101,-1.7,-1.17,-6.92,-5.16,-1.73,-0.18,-3.43
1625831102,-1.9,-0.87,-7.01,-5.98,-1.93,1.61,-3.26
1625831103,-0.89,-0.66,-6.11,-6.1,-1.67,1.33,-1.41
1625831104,0.74,-0.4,-4.46,-6.19,-0.87,-1.16,0.83
1625831105,2.32,-0.64,-1.94,-6.25,-0.4,-4.23,1.51
1625831106,2.85,-0.48,-0.15,-6.24,0.92,-4.4,3.51
1625831107,2.17,-0.72,-0.28,-6.21,0.53,-2.17,3.77
1625831108,0.88,-1.28,-0.33,-6.21,0.14,0.66,1.24
1625831109,-0.46,-1.4,0.75,-4.46,-0.25,1.11,0.31
1625831110,-1.58,-1.8,1.66,-1.64,-0.52,0.96,-0.41
1625831111,-1.76,-1.6,3.94,0.75,0.12,-1.69,-0.58
1625831112,-1.96,-1.78,4.59,2.39,0.06,-3.55,0.76
1625831113,-1.75,-1.68,4.88,2.91,0.77,-4.01,1.16
1625831114,-0.79,-1.69,4.74,3.2,0.98,-1.89,1.96
1625831115,0.73,-1.53,3.7,3.4,0.7,-0.86,1.62
1625831116,1.44,-1.36,1.52,3.5,0.61,1.56,0.7
1625831117,1.06,-1.59,-0.42,3.51,0.26,-0.69,0.72
1625831118,0.42,-1.62,-1.07,3.47,-0.36,-1.04,0.29
1625831119,-0.16,-1.9,-1.32,3.47,-1.59,-2.42,-2.64
1625831120,-0.72,-2.03,-1.09,3.49,-1.48,-3.01,-2.52
1625831121,-1.61,-2.35,-0.3,3.42,-1.82,-1.73,-0.86
1625831122,-1.51,-2.5,0.37,3.39,-2.47,-1.74,-1.78
1625831123,-0.52,-2.52,0.84,3.43,-3.13,-1.12,-2.62
1625831124,0.07,-2.5,0.98,3.38,-3.12,-2.69,-2.32
1625831125,-0.1,-2.38,0.51,3.37,-3.63,-2.98,-1.83
1625831126,-0.63,-2.33,-1.37,3.41,-4.24,-3.39,-2.27
1625831127,-0.16,-2.08,-3.18,3.41,-3.97,-3.47,-1.28
1625831128,0.44,-2.01,-5.12,3.45,-3.55,-2.99,-1.14
1625831129,0.1,-1.88,-5.95,3.45,-2.98,-0.54,0
1625831130,-0.53,-1.73,-6.02,3.43,-3.61,1.5,-0.42
1625831131,-0.57,-1.47,-4.79,3.5,-2.53,1.33,0.64
1625831132,0.15,-1.09,-2.8,3.47,-1.62,0.47,1.69
1625831133,1.44,-0.79,-0.97,3.49,-0.28,-0.64,2.94
1625831134,2.36,-0.67,0.7,3.5,-0.07,-2.76,3.81
1625831135,2.49,-0.74,1.39,3.48,0.67,-2.6,3.11
1625831136,1.72,-1.27,2.08,3.51,1.1,-3.06,4
1625831137,0.99,-1.75,2.54,3.52,1.16,-1.36,3.66
1625831138,0.79,-2.04,3.07,3.55,1,-1.12,2.25
1625831139,-0.21,-2.34,3.97,3.6,-0.25,-0.49,0.77
1625831140,-1.83,-2.9,4.65,3.55,-1.14,-1,-2.3
1625831141,-2.87,-3.02,4.75,3.51,-1.1,-2.21,-2.46
1625831142,-3.41,-2.93,4.59,3.5,-1.36,-3.27,-1.47
1625831143,-3.45,-2.56,4.27,1.82,-1.89,-2.61,-1.46
1625831144,-3.01,-1.99,2.08,-1.57,-2.07,-1.6,-2.28
1625831145,-2.02,-1.38,-0.35,-3.25,-2.28,-0.81,-1.69
1625831146,-0.51,-0.82,-2.51,-4.66,-2.09,0,-1.06
1625831147,1.24,-0.69,-3.06,-5.01,-2.36,-2.52,-0.66
1625831148,1.64,-0.7,-2.75,-5.94,-3.07,-4.56,-0.59
1625831149,1.59,-1.13,-2.03,-6.15,-4.25,-3.74,-2.3
1625831150,1.6,-1.64,-2.34,-6.3,-5.26,-0.51,-3.11
1625831151,1.63,-2.17,-3.34,-6.43,-4.6,0.91,-2.48
1625831152,1.05,-2.83,-3.51,-6.54,-4.83,0.74,-1.06
1625831153,1.04,-3.18,-2.68,-6.59,-4.33,-1.48,-0.97
1625831154,1.39,-3.3,-0.76,-6.58,-5.16,-2.59,-0.34
1625831155,1.52,-3.29,0.61,-5.28,-3.84,-1.98,0.24
1625831156,0.67,-3.2,1.43,-1.83,-3.55,-1.89,0.74
1625831157,0.19,-2.94,0.78,1.65,-2.25,-1.1,1.48
1625831158,0.13,-2.55,0.58,3.47,-1.76,-0.72,2.37
1625831159,-0.01,-2.25,0.07,4.68,-0.73,-4.27,3.41
1625831160,-1.07,-1.97,0.26,5.07,-1.37,-3.68,3
1625831161,-2.51,-1.58,-0.22,5.41,-0.92,-2.51,1.97
1625831162,-2.8,-0.97,-0.2,5.57,-0.33,0.75,2.23
1625831163,-2.28,-0.39,0.4,5.57,-0.33,2.59,2.21
1625831164,-1.41,0.08,1.39,5.53,0.08,1.81,2.03
1625831165,-0.88,0.7,2.89,5.52,1.17,-0.4,3.02
1625831166,-0.26,0.82,3.81,5.54,1.42,-5.22,3.56
1625831167,0.55,0.3,3.37,5.52,1.07,-5.35,3.08
1625831168,0.88,-0.11,2.06,5.46,0.68,-2.87,0.59
1625831169,0.17,-0.97,0.57,5.49,-0.31,-1.11,-0.38
1625831170,-0.36,-2.02,-1.15,5.48,-0.74,-0.18,-2.16
1625831171,-0.81,-2.84,-2.81,5.46,-0.44,-0.36,-1.99
1625831172,-0.97,-3.4,-3.64,5.39,-0.96,-1.77,-1.82
1625831173,-0.89,-3.68,-3.48,3.83,-0.96,-2.97,-1.45
1625831174,-0.21,-3.71,-2.89,1.01,-1.18,-3.21,-1.43
1625831175,0.05,-3.56,-1.92,-0.45,-0.26,-3.01,-0.28
1625831176,0.15,-3.39,-1.11,-1.61,0.42,-0.83,1.24
1625831177,1.06,-2.94,-0.65,-2.31,1.03,2.22,2.5
1625831178,2.32,-2.67,0.82,-2.36,0.84,1.24,3.17
1625831179,2.94,-2.44,2.18,-2.51,0.92,-1.75,1.65
1625831180,3.02,-2.37,2.62,-2.63,0.59,-3.13,1.25
1625831181,3.25,-2.29,2.1,-2.66,0.27,-4.27,0.46
1625831182,2.42,-2.66,0.51,-2.61,-0.63,-3.85,-0.19
1625831183,-0.01,-2.75,-1.59,-2.62,-1.07,-2.39,-2.19
1625831184,-2.49,-2.61,-2.79,-2.62,-2.58,-1.66,-3.22
1625831185,-3.88,-2.25,-3.15,-2.7,-2.3,-0.17,-2.65
1625831186,-4.15,-1.65,-1.88,-2.74,-2.37,0.09,-2.61
1625831187,-3.51,-1.27,-0.29,-2.72,-1.2,-0.58,-0.45
1625831188,-2.28,-0.47,1.22,-2.72,-1.01,-0.73,0.18
1625831189,-1.27,-0.17,1.68,-2.72,-0.69,-1.63,0.96
1625831190,-1.01,0.12,1.35,-2.76,-0.32,-2.21,2.03
1625831191,-0.84,0.28,0.82,-2.78,-0.27,-2.95,2.12
1625831192,-0.42,0.21,0.54,-2.81,-0.2,-1.86,0.96
1625831193,0.05,0.04,-0.01,-2.77,-0.77,-0.83,1.28
1625831194,1.5,-0.35,-0.36,-2.81,-0.69,-1.12,0.56
1625831195,3.52,-1.01,-0.32,-2.81,-0.96,-0.73,0.17
1625831196,4.5,-1.73,-0.35,-1.89,-1.88,-0.78,-1.36
1625831197,4.29,-2.67,-1.2,2.12,-1.94,-1.78,-1.97
1625831198,3.42,-3.43,-1.67,5.43,-2.82,-1.44,-2.46
1625831199,2.06,-3.97,-1.97,7.86,-4.51,-1.73,-2.56
1625831200,0.54,-4.42,-2.08,9.16,-4.38,-2.63,-3.83
1625831201,-0.5,-4.56,-1.23,9.98,-4.85,-2.97,-3.12
1625831202,-1.76,-4.4,-1.34,10.16,-5.18,-2,-2.22
1625831203,-2.72,-3.75,-0.63,10.31,-5.59,-1.53,-2.7
1625831204,-3.41,-3.09,-0.23,10.76,-5.65,-0.57,-1.78
1625831205,-3.57,-2.18,-0.68,10.95,-4.87,-1.15,-1.18
1625831206,-3.03,-1.23,-1.04,10.93,-2.8,0.88,1.4
1625831207,-1.58,-0.5,-0.07,9.2,-0.22,-0.02,4.25
1625831208,-0.19,-0.36,0.57,5.62,0,-1.57,4.51
1625831209,0.88,-0.35,2.19,2.57,-0.34,-3.46,4.16
1625831210,0.7,-0.75,2.2,1.01,-0.05,-3.78,2.75
1625831211,-0.73,-1.38,1.67,0.23,-0.18,-1.86,1.82
1625831212,-2.36,-1.97,0.36,-0.08,-0.64,-0.86,0.79
1625831213,-3.78,-2.46,-1.19,-0.44,-0.65,0.01,-0.49
1625831214,-4.54,-2.77,-2.08,-0.77,-1,-1.31,-1
1625831215,-4.01,-2.55,-1.88,-1.65,-0.71,-1.33,-0.47
1625831216,-2.71,-2.19,-1.71,-3.58,-0.63,-1.13,-0.41
1625831217,-1.66,-1.77,-0.33,-5.08,-0.39,-0.65,0.5
1625831218,-0.7,-1.33,0.03,-6.43,-0.82,-2.09,0.23
1625831219,-0.23,-0.99,0.1,-6.83,-0.53,-0.73,-0.47
1625831220,-0.15,-0.66,-0.31,-7.05,-1.14,-0.22,-0.12
1625831221,0.12,-0.47,0.05,-7.69,-0.61,-0.66,-0.39
1625831222,1.12,-0.41,1.53,-7.93,0.35,-1.09,1.5
1625831223,2.73,-0.33,3.41,-8.09,0.41,-3.08,2.1
1625831224,3.54,-0.63,4.48,-8.11,-0.14,-3.34,0.84
1625831225,3.51,-0.87,3.8,-8.26,-0.7,-1.69,-0.07
1625831226,3.8,-1.08,2.18,-7.14,-1.86,-0.11,-2.5
1625831227,4.32,-1.46,0.18,-3.75,-2.89,-1.96,-2.91
1625831228,4.17,-2.21,-1.17,0.75,-4.49,-3.22,-3.91
1625831229,3.08,-2.88,-1.9,5.15,-6.43,-2.6,-4.29
1625831230,0.93,-3.34,-2,7.63,-5.65,-3.08,-3.73
1625831231,-0.27,-3.73,-1.14,9.44,-5.5,0.19,-2.56
1625831232,-0.74,-4.11,-0.24,10.08,-5.19,0.66,-1.46
1625831233,-0.77,-4.14,1.37,10.61,-4.66,-0.2,-0.73
1625831234,-1.16,-3.91,3.1,11.31,-4.41,-0.67,0.24
1625831235,-1.19,-3.37,3.21,11.34,-3.73,-1.48,0.38
